Part Number,Manufacturer,Description,External Id
232W4326-11,None Specified,WORKTBLE,19919
232W4503-7A,Boeing,BOX,19920
232W4503-9A,Boeing,BOX,19921
232W4504-15A,None Specified,WORKTBLE,19922
232W4504-16A,Boeing,TABLE AY,19923
232W4504-27B,Boeing,WORKTBLE,19924
232W4504-28B,None Specified,WORKTBLE,19925
232W4505-13A,Boeing,WORKTBLE,19926
232W4505-14A,Boeing,WORKTBL,19927
232W4506-5A,None Specified,HOLDER,19928
232W4509-4,Boeing,CLIP AY,19929
311W3730-1,None Specified,BRACE AY,19930
311W3730-10,None Specified,BRACE AY,19931
311W3740-1,None Specified,LINK AY,19932
311W3740-3,None Specified,LINK AY,19933
311W3741-2,None Specified,WASHER,19934
311W3742-1,Boeing,RETAINER,19935
311W3742-3,None Specified,KEY,19936
311W5061-26,SPIRIT AEROSYSTEMS,DOOR ASSY,19937
311W5061-27,SPIRIT AEROSYSTEMS,DOOR ASSY,19938
311W5061-28,SPIRIT AEROSYSTEMS,DOOR ASSY,19939
311W5061-29,SPIRIT AEROSYSTEMS,DOOR ASSY,19940
311W5061-30,SPIRIT AEROSYSTEMS,DOOR ASSY,19941
311W5061-31,SPIRIT AEROSYSTEMS,DOOR ASSY,19942
311W5061-32,SPIRIT AEROSYSTEMS,DOOR ASSY,19943
311W5063-1,Boeing,BLOCK,19944
311W5064-1,SPIRIT AEROSYSTEMS,GASKET,19945
311W5071-2,Boeing,DOOR AY,19946
311W5263-1,SPIRIT AEROSYSTEMS,SHEAR PIN,19947
311W5263-2,Boeing,SHEARPIN,19948
311W5264-1,SPIRIT AEROSYSTEMS,BUSHING,19949
311W5551-5,SPIRIT AEROSYSTEMS,LINK ASSY,19950
311W5841-1,Boeing,TUBE AY,19951
3121-517,None Specified,FILTER,19952
312T2359-27,Boeing,LINK AY,19953
312T2359-43,SPIRIT AEROSYSTEMS,LINK ASSY,19954
312T2359-44,SPIRIT AEROSYSTEMS,LINK ASSY,19955
312W5312-1,Boeing,BOLT,19956
312W5312-2,Boeing,BOLT,19957
312W5312-3,Boeing,BOLT,19958
313W3315-1,Boeing,PLUG,19959
313W3315-2,Boeing,PLUG,19960
313W3400-39,Boeing,HOSE,19961
313W3452-13,Boeing,SEAL AY,19962
313W3452-14,Boeing,SEAL AY,19963
313W3452-2,Boeing,SEAL AY,19964
313W3600-10,Boeing,DOOR AY,19965
313W3755-5,Boeing,ROD AY,19966
313W3755-7,None Specified,ROD AY,19967
313W3920-1,Boeing,BLOCK,19968
313W3920-17,Boeing,FITTING,19969
313W3920-18,Boeing,FITTING,19970
313W3920-2,None Specified,FITTING,19971
313W3920-21,Boeing,FITTING,19972
313W3920-22,Boeing,FITTING,19973
313W3920-25,Boeing,FITTING,19974
313W3920-26,Boeing,FITTING,19975
313W3920-29,Boeing,FITTING,19976
313W3920-3,Boeing,BLOCK,19977
313W3920-30,Boeing,FITTING,19978
313W3920-4,Boeing,BLOCK,19979
313W3920-5,Boeing,BLOCK,19980
313W3920-6,Boeing,BLOCK,19981
313W3920-7,Boeing,BLOCK,19982
313W3920-8,Boeing,BLOCK,19983
313W5110-12,None Specified,PANEL AY,19984
435W2151-49A,Boeing,HINGE AY,19985
435W5000-3A,None Specified,SPRING,19986
43655-10,None Specified,SNAP LATCH,19987
436W1200-3C,None Specified,STOWAGE,19988
436W5500-20A,Boeing,PLATE,19989
436W5513-1,Boeing,PLATE,19990
436W5605-1,Boeing,TRIM,19991
436W5605-2,Boeing,TRIM,19992
43766-010,None Specified,LIGHT,19993
43775-020,None Specified,LIGHT,19994
43822-020,None Specified,COVER,19995
4385AF300,None Specified,COUPLING,19996
4385AF400,None Specified,COUPLING,19997
4385AF500,None Specified,COUPLING,19998
44079-010,None Specified,SCREW,19999
441761ISS10,AIRBUS SAS,CLUSTER,20000
44192-10,None Specified,HOOK AY,20001
44192-11,None Specified,HOOK AY,20002
446347-1,KIDDE AEROSPACE & DEFENSE,FLOW VALVE,20003
448W1210-1V,None Specified,COVER,20004
4509ELM1,None Specified,PANEL,20005
451120-027,None Specified,SOCKET,20006
451T1006-1,Boeing,FITTING,20007
451T1006-2,Boeing,FITTING,20008
451W0204-1,Boeing,SPRING,20009
451W0204-2,Boeing,SPRING,20010
451W0205-1,Boeing,PIN,20011
451W0205-2,None Specified,PIN,20012
451W0206-1,Boeing,PIN,20013
451W0210-1,Boeing,PIN,20014
451W0211-1,Goodrich Cargo Systems Spare Parts,PIN,20015
451W0211-13,Boeing,PIN,20016
451W0211-14,Boeing,PIN,20017
451W0211-15,Boeing,PIN,20018
451W0211-16,Boeing,PIN,20019
451W0211-17,Boeing,PIN,20020
451W0211-2,Goodrich Cargo Systems Spare Parts,PIN,20021
451W0211-5,Boeing,PIN,20022
451W0211-6,Boeing,PIN,20023
451W0212-1,Goodrich Cargo Systems Spare Parts,SPRING,20024
451W0212-2,Boeing,SPRING,20025
451W0218-3,Boeing,SPRING,20026
451W0218-4,Boeing,SPRING,20027
451W0218-7,None Specified,SPRING,20028
451W0218-8,None Specified,SPRING,20029
451W0231-3,Boeing,SHIM,20030
451W1011-106,None Specified,TRAY AY,20031
451W1011-107,None Specified,TRAY AY,20032
451W1011-12,Boeing,ROLLERAY,20033
451W1011-125,None Specified,TRAY AY,20034
451W1011-126,None Specified,TRAY AY,20035
451W1011-127,None Specified,TRAY AY,20036
451W1011-128,None Specified,TRAY AY,20037
451W1011-13,Boeing,ROLLERAY,20038
451W1011-15,Boeing,ROLLERAY,20039
756585D,TBA,BPCU,20040
756585E,TBA,BPCU,20041
756589A,None Specified,"GENERATOR SET,A",20042
756603D,TBA,GCU,20043
756603E,TBA,GCU,20044
756955,TBA,QAD AY,20045
757066G,TBA,VSCF,20046
757091,TBA,TERMINAL,20047
757093,TBA,COVER,20048
757154,HAMILTON SUNDSTRAND,COVER,20049
757155,P&W Commercial Engine Spare Parts,"BUSHING, GEARBO",20050
757183D,TBA,CONVERTR,20051
757183F,AIRBUS SAS,CONVERTER ASSY-,20052
757648,TBA,PLATE,20053
757887,HAMILTON SUNDSTRAND,COVER,20054
7585381,Raytheon Aircraft Airframe Componenst and Spare Pa,"ELEMENT 757, 76",20055
7585520,Raytheon Aircraft Airframe Componenst and Spare Pa,VALVE ASSY,20056
7585802,None Specified,VALVE ASSEMBLY,20057
7586000-2,TBA,MGSCU,20058
7586000-3,TBA,MGSCU,20059
7586630,Resource Data Pricing (Map to AVL),INDICATOR ASSY-,20060
7586631,Resource Data Pricing (Map to AVL),INDICATOR ASSY-,20061
758966,TBA,COVER,20062
7592100-101,TBA,FILTER,20063
7592101-101,Resource Data Pricing (Map to AVL),"FILTER, ELEMENT",20064
7592109-001,TBA,FILTER,20065
7592399-101,None Specified,CSD GEN.DRIVE L,20066
7592584-101,Resource Data Pricing (Map to AVL),FILTER,20067
759945,TBA,WASHER,20068
764938,TBA,PLATE,20069
764939A,TBA,IDG AY,20070
767,Norman Lamps,SPARE BULB STWG,20071
767146A,None Specified,"GENERATOR,ENGIN",20072
767180,TBA,FLANGE,20073
767181,TBA,PLATE,20074
768164,HAMILTON SUNDSTRAND,GASKET,20075
768502,TBA,COVER,20076
769847,TBA,WASHER,20077
770-540-1,Intertechnique Fule System Spare Parts,RELAY,20078
770854,TBA,SCREW,20079
770854,Goodrich Cargo Systems Spare Parts,STOP ASSY,20080
771016-1,TBA,STOP END,20081
771050-1,Goodrich (Lucas) Electrical Component Spare Parts,LOCK,20082
771060-1,Goodrich Cargo Systems Spare Parts,PALLET LOCK ASS,20083
771070-1,Goodrich (Lucas) Electrical Component Spare Parts,LOCK,20084
7719FT4780N,Raytheon Aircraft Airframe Componenst and Spare Pa,RING (1/25),20085
7719FT4780T,Raytheon Aircraft Airframe Componenst and Spare Pa,RING (1/25),20086
7724MT160,Raytheon Aircraft Airframe Componenst and Spare Pa,SEAL (1/25),20087
777060-106,TBA,TIE ROD,20088
777067-128,TBA,TIE ROD,20089
777080-217,TBA,TIE ROD,20090
777151-726,TBA,TIE ROD,20091
777152-727,TBA,TIE ROD,20092
777153-728,TBA,TIE ROD,20093
777154-729,TBA,TIE ROD,20094
ELM806-2-1,TBA,MODULE,20095
ELM817-1,TBA,BREAKER,20096
ELM818-1,TBA,BREAKER,20097
ELM819-1,TBA,BREAKER,20098
ELM82-1,TBA,MODULE,20099
ELM820-1,TBA,BREAKER,20100
ELM821-1,TBA,BREAKER,20101
ELM822-1,TBA,BREAKER,20102
ELM824-1,TBA,BREAKER,20103
ELM825-1,Smith's Aerospace Actuation Systems Components and,CIRCUIT BREAKER,20104
ELM826-1,TBA,RELAY,20105
ELM827-1,TBA,RELAY,20106
ELM827-3,None Specified,GCB,20107
ELM828-1,TBA,RELAY,20108
ELM828-3,Smith's Aerospace Actuation Systems Components and,"CONTACTOR, 275A",20109
ELM829-1,None Specified,RELAY ASSY,20110
ELM83-2,TBA,TRNSFRMR,20111
ELM830-3,Ge Aviation Systems LLC,RELAY,20112
ELM831-1,TBA,RELAY,20113
ELM831-2,TBA,CONTACTR,20114
ELM832-1,TBA,RELAY,20115
ELM833-1,TBA,CONTACTR,20116
ELM833-3,AIRBUS SAS,ELCU / RELAY,20117
ELM834-1,AIRBUS SAS,RELAY ASSY,20118
ELM834-3,Smith's Aerospace Actuation Systems Components and,ELCU,20119
ELM835-1,TBA,CONTACTR,20120
ELM835-3,NO MFG INFO,ELEC LOAD CONTR,20121
ELM84-2,TBA,TRNSFRMR,20122
ELM85-2,TBA,TRNSFRMR,20123
EVD9F00000,TBA,CONNECTR,20124
F013WWBCAC,Resource Data Pricing (Map to AVL),LAMP,20125
F017WWBCAC,Jamco America,FLOURESCENT TUB,20126
F029WWBAC,TBA,LAMP,20127
F031WWBCAC,TBA,LAMP,20128
F1967-3,Raytheon Aircraft Airframe Componenst and Spare Pa,NUT,20129
F2610-00010,TBA,ACTUATOR,20130
F5K1032-2,Honeywell Commercial Airline Components & Spare Pa,NUT,20131
F5L832-2,Honeywell Commercial Airline Components & Spare Pa,FLANGE-DUCT,20132
FBN12037-4,MD Helicopter Airframe Components and Spare Parts,LATCH NUT,20133
FEK6ES,TBA,BEARING,20134
FS10,Jamco America,CATCH MAGNET,20135
FSU16,Bombardier,"RING, NUT",20136
FT1001,TBA,AUTOXFMR,20137
FT1008,Resource Data Pricing (Map to AVL),AUTOTRANSFORMER,20138
FT1046,TBA,FITTING,20139
FT1054,TBA,XFMR,20140
FT1121,TBA,FITTING,20141
FT1141,Sikorsky Helicopter Airframe Spare Parts,TRANSFORMER,20142
FT1184,TBA,XFMR,20143
FT1246,TBA,XFMR,20144
FT1326,AIRBUS SAS,TRANSFOR,20145
G6031-05,TBA,PANEL AY,20146
G7131-02,Gables Engineering Avionics Components & Spare Par,ATC/TCAS -,20147
GA7463-3,None Specified,ROTARY SNUBBER,20148
GAB2004-2-050,TBA,FITTING,20149
0FM2520A01M01,Jamco America,PIN,20150
0FM2520A01M05,Jamco America,PIN,20151
0FM2530A01M01,Jamco America,SPRING,20152
0FM2600A02M01,Jamco America,STOPPER ASSY,20153
0FM2600A02M03,Jamco America,STOPPER ASSY,20154
0FM2720A01M07,Jamco America,ANGLE,20155
0FM2720A01M08,Jamco America,ANGLE,20156
0FM2720A01M09,Jamco America,ANGLE,20157
0FM3000A24G05,Jamco America,MIRROR ASSY,20158
0FM4000A01G19,Jamco America,MIRROR ASSY,20159
0FM4000A01G20,Jamco America,MIRROR ASSY,20160
0FM4000A01G21,Jamco America,MIRROR ASSY,20161
0FM4000A01G40,Jamco America,MIRROR ASSY,20162
0FM5000A03G01,Jamco America,LATCH ASSY,20163
0FM5000A03G02,Jamco America,LATCH ASSY,20164
0FM5000A18G01,Jamco America,LATCH ASSY,20165
0FM5000A18G02,Jamco America,LATCH ASSY,20166
0FM5240A06M01,Jamco America,ANGLE TYPE4,20167
0FM5240A06M02,Jamco America,ANGLE TYPE4,20168
0FM5910A01M01,Jamco America,WASHER,20169
0FN1210A01M01,Jamco America,GRILLE,20170
0FN2000A01G01,Jamco America,DISPENSER ASSY,20171
0FN2000A01G02,Jamco America,DISPENSER ASSY,20172
0FN4000A01G03,Jamco America,FLAP ASSY,20173
0FP1000A01G17,Jamco America,PSU ASSY,20174
0FP1000A02G15,Jamco America,PSU ASSY,20175
0FP1200A01G01,Jamco America,LATCH ASSY,20176
0FP1230A01M01,Jamco America,SPRING,20177
0FP1240A02M01,Jamco America,ANGLE,20178
0FP1300A01G01,Jamco America,HINGE ASSY,20179
0FP1300A02G01,Jamco America,HINGE ASSY,20180
0FP1400A01M01,Jamco America,GRILLE,20181
0FP1500A01M01,Jamco America,OUTLET,20182
0FP1530A01M01,Jamco America,NUT,20183
0FP1540A01M01,Jamco America,GRILLE,20184
0FP1550A01M01,Jamco America,HCONN,20185
0FP1600A02M01,Jamco America,REFL,20186
0FP1600A06M01,Jamco America,REFL,20187
0FP1610A01M01,Jamco America,LENS,20188
0FP1620A01M01,Jamco America,SCREW,20189
0FQ1000A01G31,Jamco America,SHROUD ASSY,20190
0FQ1120A01M01,Jamco America,PAD-SHROUD,20191
0FQ1120A01M05,Jamco America,PAD-SHROUD,20192
0FQ1300A01G09,Jamco America,LID ASSY,20193
0FQ1400A01G01,Jamco America,LATCH ASSY,20194
0FQ1400A01G02,Jamco America,LATCH ASSY,20195
0FQ1500A02M01,Jamco America,HOOK,20196
0FR1000A01G01,Jamco America,SURROUND ASSY,20197
0FR1000A01G02,Jamco America,SURROUND ASSY,20198
0FR1000A01G05,Jamco America,SURROUND ASSY,20199
0FR1000A01G06,Jamco America,SURROUND ASSY,20200
0FR1000A05G01,Jamco America,SURROUND ASSY,20201
0FR1000A05G05,Jamco America,SURROUND ASSY,20202
114W4524-1,None Specified,DOOR,20203
114W4524-2,None Specified,DOOR,20204
114W4705-10,SPIRIT AEROSYSTEMS,"SEAL, SLAT 10",20205
114W4705-15,SPIRIT AEROSYSTEMS,"SEAL, SLAT 6",20206
114W4705-16,SPIRIT AEROSYSTEMS,"SEAL, SLAT 9",20207
114W4705-17,Boeing,SEAL,20208
114W4705-18,SPIRIT AEROSYSTEMS,"SEAL, SLAT 14",20209
114W4705-3,Boeing,SEAL,20210
114W4705-4,SPIRIT AEROSYSTEMS,"SEAL, SLAT 13",20211
114W4705-43,SPIRIT AEROSYSTEMS,"SEAL ASSY, SLAT",20212
114W4705-44,SPIRIT AEROSYSTEMS,"SEAL ASSY, SLAT",20213
114W4705-45,SPIRIT,"SEAL ASSY, SLAT",20214
114W4705-46,SPIRIT,"SEAL ASSY, SLAT",20215
114W4705-47,SPIRIT,"SEAL ASSY, SLAT",20216
114W4705-48,SPIRIT,"SEAL ASSY, SLAT",20217
114W4705-49,SPIRIT,"SEAL ASSY, SLAT",20218
114W4705-5,SPIRIT AEROSYSTEMS,"SEAL, SLAT 3",20219
114W4705-50,SPIRIT,"SEAL ASSY, SLAT",20220
114W4705-51,Boeing,SEAL AY,20221
114W4705-52,Boeing,SEAL AY,20222
114W4705-53,Boeing,SEAL AY,20223
114W4705-54,SPIRIT,"SEAL ASSY, SLAT",20224
114W4705-6,Boeing,SEAL,20225
114W4705-7,SPIRIT AEROSYSTEMS,"SEAL, SLAT 4",20226
114W4705-8,SPIRIT AEROSYSTEMS,"SEAL, SLAT 11",20227
114W4705-9,Boeing,SEAL,20228
114W4706-1,Boeing,SEAL,20229
114W4706-3,SPIRIT,SEAL,20230
114W4706-5,Boeing,SEAL,20231
114W4706-7,SPIRIT,SEAL,20232
114W4706-8,SPIRIT,SEAL,20233
114W4707-1,SPIRIT,SPONGE SEAL,20234
114W4707-2,SPIRIT,SPONGE SEAL,20235
114W4709-1,SPIRIT,SPRING,20236
114W4712-1,SPIRIT AEROSYSTEMS,SEAL,20237
114W4712-3,SPIRIT,SEAL,20238
114W4714-1,SPIRIT,END SEAL,20239
114W4714-2,Boeing,SEAL,20240
114W4722-1,SPIRIT AEROSYSTEMS,SEAL,20241
114W4722-3,SPIRIT AEROSYSTEMS,SEAL,20242
114W4724-1,SPIRIT,END SEAL,20243
114W4724-2,SPIRIT AEROSYSTEMS,END SEAL,20244
114W4732-1,SPIRIT AEROSYSTEMS,SEAL,20245
114W4732-3,SPIRIT AEROSYSTEMS,SEAL,20246
114W4734-1,SPIRIT AEROSYSTEMS,END SEAL,20247
114W4734-2,SPIRIT AEROSYSTEMS,END SEAL,20248
114W4742-1,SPIRIT AEROSYSTEMS,SEAL,20249
114W4742-3,SPIRIT AEROSYSTEMS,SEAL,20250
114W4744-1,SPIRIT AEROSYSTEMS,END SEAL,20251
114W4744-2,SPIRIT AEROSYSTEMS,END SEAL,20252
114W4752-1,SPIRIT AEROSYSTEMS,SEAL,20253
114W4752-3,SPIRIT AEROSYSTEMS,SEAL,20254
114W4754-1,SPIRIT AEROSYSTEMS,END SEAL,20255
114W4754-2,SPIRIT AEROSYSTEMS,END SEAL,20256
114W4762-1,SPIRIT,SEAL,20257
149W3217-13,None Specified,SEAL,20258
149W3217-15,Boeing,SEAL,20259
149W3217-2,Boeing,SEAL,20260
149W3217-5,Boeing,SEAL,20261
149W3217-6,Boeing,SEAL,20262
149W3217-7,Boeing,SEAL,20263
149W3217-8,Boeing,SEAL,20264
149W3217-9,Boeing,SEAL,20265
149W4282-15,Boeing,SEAL,20266
149W4282-17,Boeing,SEAL,20267
149W4282-19,Boeing,SEAL,20268
149W4282-21,None Specified,SEAL,20269
149W4282-23,None Specified,SEAL,20270
149W4282-24,None Specified,SEAL,20271
149W4282-25,None Specified,SEAL,20272
149W4282-26,None Specified,SEAL,20273
149W4282-27,Boeing,SEAL,20274
149W4282-28,Boeing,SEAL,20275
149W4282-7,Boeing,SEAL,20276
149W4282-8,Boeing,SEAL,20277
149W4332-1,Boeing,SPRING,20278
149W5115-10,Boeing,SEAL,20279
149W5115-11,Boeing,SEAL,20280
149W5115-3,Boeing,SEAL,20281
149W5115-4,Boeing,SEAL,20282
149W5115-5,Boeing,SEAL,20283
149W5115-6,Boeing,SEAL,20284
149W5115-7,Boeing,SEAL,20285
149W5115-8,Boeing,SEAL,20286
149W5115-9,Boeing,SEAL,20287
149W5261-5,Boeing,STOPPER,20288
149W5267-1,Boeing,PIN,20289
149W5330-1,Boeing,DOOR AY,20290
149W5330-2,Boeing,DOOR AY,20291
149W6201-1,None Specified,FITTING,20292
149W6201-2,None Specified,FITTING,20293
149W6201-3,None Specified,FITTING,20294
149W6201-4,None Specified,FITTING,20295
149W6400-1,None Specified,FITTING,20296
149W6400-2,None Specified,FITTING,20297
149W6400-3,None Specified,FITTING,20298
149W6400-4,None Specified,FITTING,20299
149W6404-1,None Specified,FITTING,20300
149W6404-2,None Specified,FITTING,20301
149W6410-1,Boeing,BUMPERAY,20302
149W6501-11,Boeing,RETAINER,20303
149W6501-12,None Specified,RETAINER,20304
149W6501-13,Boeing,RETAINER,20305
149W6501-15,Boeing,RETAINER,20306
149W6501-16,None Specified,RETAINER,20307
149W6501-17,Boeing,RETAINER,20308
149W6501-19,Boeing,RETAINER,20309
149W6501-21,Boeing,RETAINER,20310
149W6501-22,None Specified,RETAINER,20311
149W6501-25,Boeing,RETAINER,20312
232W4555-1,None Specified,COVER,20313
232W4555-5,Boeing,COVER,20314
232W4559-3A,Boeing,INSERT,20315
232W4567-5A,Boeing,SPRING,20316
232W4572-19A,Boeing,SPRING,20317
232W4572-31A,Boeing,SLIDE,20318
232W4572-39A,None Specified,SPRING,20319
232W4572-41A,Boeing,SLIDE,20320
232W4580-10A,None Specified,CMPTMNT,20321
232W4580-25A,None Specified,CMPTMNT,20322
232W4589-5A,Boeing,BOX,20323
23351-000,None Specified,CABLE AY,20324
23351-001,None Specified,CABLE ASSY-SPOI,20325
23352-000,None Specified,CABLE AY,20326
23352-002,None Specified,CABLE AY,20327
23352-003,None Specified,CABLE AY,20328
23353-000,None Specified,CABLE AY,20329
23353-003,None Specified,CABLE AY,20330
23354-000,None Specified,CABLE AY,20331
23354-001,None Specified,CABLE AY,20332
23355-000,None Specified,CABLE AY,20333
23355-001,None Specified,CABLE AY,20334
23355-002,None Specified,CABLE AY,20335
23356-000,None Specified,CABLE AY,20336
23356-005,None Specified,CABLE AY,20337
23356-006,None Specified,CABLE AY,20338
23357-000,None Specified,CABLE AY,20339
23357-001,None Specified,CABLE AY,20340
23358-000,None Specified,CABLE AY,20341
23358-001,None Specified,CABLE AY,20342
23359-000,None Specified,CABLE AY,20343
23359-001,None Specified,CABLE AY,20344
23360-000,None Specified,CABLE AY,20345
23360-001,None Specified,CABLE AY,20346
23361-000,None Specified,CABLE AY,20347
23361-002,None Specified,CABLE AY,20348
23362-000,None Specified,CABLE AY,20349
23362-001,None Specified,CABLE AY,20350
23363-000,None Specified,CABLE AY,20351
23365-000,None Specified,CABLE AY,20352
23365-001,None Specified,CABLE AY,20353
23366-000,None Specified,CABLE AY,20354
23366-001,None Specified,CABLE AY,20355
23366-002,None Specified,CABLE AY,20356
23366-003,None Specified,CABLE AY,20357
23367-000,None Specified,CABLE AY,20358
23367-001,None Specified,CABLE AY,20359
23369-000,None Specified,CABLE AY,20360
23369-001,None Specified,CABLE AY,20361
23370-000,None Specified,CABLE AY,20362
23371-000,None Specified,CABLE AY,20363
23371-001,None Specified,CABLE AY,20364
23371-002,None Specified,CABLE AY,20365
23372-000,None Specified,CABLE AY,20366
232W4509-5,Boeing,CLIP AY,20367
313W5112-1,SPIRIT,DOOR ASSY,20368
313W5118-1,Boeing,LINK AY,20369
313W5421-21,Boeing,BLANKET,20370
313W5421-22,Boeing,BLANKET,20371
313W5806-1,Boeing,SEAL AY,20372
313W5808-2,None Specified,SEAL AY,20373
313W5808-3,Boeing,SEAL,20374
314T1339-1,SPIRIT AEROSYSTEMS,ANTI-ROTATION S,20375
314T3019-1,SPIRIT AEROSYSTEMS,SHEAR PIN-NACEL,20376
314W1262-1,SPIRIT,WASHER,20377
314W3150-3,SPIRIT AEROSYSTEMS,WASHER,20378
314W5124-1,SPIRIT AEROSYSTEMS,ACCESS DOOR,20379
314W5150-3,None Specified,GASKET,20380
314W5150-4,SPIRIT AEROSYSTEMS,GASKET,20381
314W5170-3,SPIRIT AEROSYSTEMS,ACCESS DOOR,20382
314W5204-10,Boeing,RUBSTRIP,20383
314W5204-3,SPIRIT AEROSYSTEMS,RUB STRIP,20384
314W5204-4,SPIRIT AEROSYSTEMS,RUB STRIP,20385
314W5204-9,SPIRIT AEROSYSTEMS,RUB STRIP,20386
314W5205-1,SPIRIT AEROSYSTEMS,DOOR ASSY,20387
314W5207-2,None Specified,DOUBLER,20388
314W5207-7,None Specified,DOUBLER,20389
314W5212-1,SPIRIT AEROSYSTEMS,HINGE FITTING,20390
314W5215-1,SPIRIT AEROSYSTEMS,HINGE FITTING,20391
314W5271-4,SPIRIT AEROSYSTEMS,ACCESS DOOR ASS,20392
314W5510-18,Boeing,SEAL AY,20393
314W5510-24,Boeing,SEAL AY,20394
314W5510-26,Boeing,STRIP,20395
314W5510-27,Boeing,RUBSTRIP,20396
314W5510-28,Boeing,RUBSTRIP,20397
314W5510-60,None Specified,NOZZLE,20398
314W5510-67,Boeing,SEAL AY,20399
314W5510-69,Boeing,SEAL,20400
314W5510-71,Boeing,NOZZLE,20401
314W5511-1,Boeing,PIN,20402
314W5520-15,Boeing,PLUG AY,20403
314W5520-19,None Specified,PLUG AY,20404
315LB225G,None Specified,SEAL,20405
315T3557-1,None Specified,BUMPER ASSY - B,20406
315T3557-3,Boeing,PAD,20407
315T3557-4,SPIRIT AEROSYSTEMS,PAD,20408
315T3557-5,SPIRIT AEROSYSTEMS,PAD,20409
315W1406-2,SPIRIT AEROSYSTEMS,SHEAR PIN,20410
315W1627-1,SPIRIT AEROSYSTEMS,RECEIVER PIN,20411
315W1652-1,Boeing,WASHER,20412
315W3010-2,Boeing,BOLT,20413
315W3020-1,Boeing,WASHER,20414
315W3020-3,Boeing,SHIM,20415
315W3219-10,Boeing,SHIM,20416
315W3421-1,SPIRIT AEROSYSTEMS,CLEVIS ASSY,20417
315W3445-1,SPIRIT AEROSYSTEMS,WEAR PLATE,20418
315W3445-2,Boeing,SPACER,20419
315W3609-10,SPIRIT AEROSYSTEMS,CLAMP BLOCK,20420
313W5110-4,None Specified,PANEL AY,20421
315W3609-11,SPIRIT AEROSYSTEMS,CLAMP BLOCK,20422
451W1011-164,None Specified,TRAY AY,20423
451W1011-165,None Specified,TRAY AY,20424
451W1011-166,None Specified,TRAY AY,20425
451W1011-17,Boeing,ROLLERAY,20426
451W1011-19,Boeing,ROLLERAY,20427
451W1011-35,None Specified,TRAY AY,20428
451W1011-37,None Specified,TRAY AY,20429
451W1011-38,None Specified,TRAY AY,20430
451W1011-39,None Specified,TRAY AY,20431
451W1011-41,Goodrich Cargo Systems Spare Parts,TRAY,20432
451W1011-42,TBA,TRAY AY,20433
451W1011-43,TBA,TRAY AY,20434
451W1011-45,TBA,TRAY AY,20435
451W1011-46,TBA,TRAY AY,20436
451W1011-47,TBA,TRAY AY,20437
451W1011-49,TBA,TRAY AY,20438
451W1011-50,TBA,TRAY AY,20439
451W1011-52,TBA,TRAY AY,20440
451W1011-55,Goodrich Cargo Systems Spare Parts,TRAY,20441
451W1011-56,Goodrich Cargo Systems Spare Parts,TRAY,20442
451W1011-57,TBA,TRAY AY,20443
451W1011-58,TBA,TRAY AY,20444
451W1011-59,Goodrich Cargo Systems Spare Parts,TRAY,20445
451W1011-6,Boeing,ROLLERAY,20446
451W1011-60,Goodrich Cargo Systems Spare Parts,TRAY,20447
451W1011-63,Goodrich Cargo Systems Spare Parts,TRAY,20448
451W1011-64,Goodrich Cargo Systems Spare Parts,TRAY,20449
451W1011-65,Goodrich Cargo Systems Spare Parts,TRAY,20450
451W1011-76,TBA,TRAY AY,20451
451W1011-77,TBA,TRAY AY,20452
451W1011-78,TBA,TRAY AY,20453
451W1011-8,Boeing,ROLLERAY,20454
451W1011-9,Boeing,ROLLER,20455
451W1011-95,TBA,TRAY AY,20456
451W1021-1,Boeing,TRAY AY,20457
451W1021-109,TBA,TRAY AY,20458
451W1021-110,TBA,TRAY AY,20459
451W1021-117,TBA,TRAY AY,20460
451W1021-118,TBA,TRAY AY,20461
451W1021-119,TBA,TRAY AY,20462
451W1021-13,Boeing,TRAY AY,20463
451W1021-14,Boeing,TRAYAY,20464
451W1021-18,Boeing,TRAY AY,20465
451W1021-181,TBA,TRAY AY,20466
451W1021-182,TBA,TRAY AY,20467
451W1021-183,TBA,TRAY AY,20468
451W1021-187,TBA,TRAY AY,20469
451W1021-19,Boeing,TRAY AY,20470
451W1021-2,Boeing,TRAYAY,20471
451W1021-24,Goodrich Cargo Systems Spare Parts,TRAY,20472
451W1021-25,Goodrich Cargo Systems Spare Parts,TRAY,20473
451W1021-27,Goodrich Cargo Systems Spare Parts,TRAY,20474
451W1021-28,Goodrich Cargo Systems Spare Parts,TRAY,20475
451W1011-163,None Specified,TRAY AY,20476
451W1021-29,Goodrich Cargo Systems Spare Parts,TRAY,20477
777156-731,TBA,TIE ROD,20478
777157-732,TBA,TIE ROD,20479
777158-723,TBA,TIE ROD,20480
777230-136,TBA,TIE ROD,20481
777241-744,TBA,ROD AY,20482
777242-745,TBA,ROD AY,20483
777243-746,TBA,ROD AY,20484
777244-747,TBA,ROD AY,20485
77E70-1,Honeywell Commercial Airline Components & Spare Pa,DUCT,20486
7824300,TBA,BALLSCRW,20487
7824300-3,TBA,BALLSCRW,20488
785897-3,Zodiac,WINDOW HEAT CON,20489
79082,TBA,SWITCH,20490
792-6140-001,Collins Avionics Components & Spare Parts,COUPLER,20491
79220-005,TBA,HOSE AY,20492
79220-006,TBA,HOSE AY,20493
79220-007,TBA,HOSE AY,20494
79220-008,TBA,HOSE AY,20495
